chrom	chromStart	chromEnd	id	st.recomb	st.diversity	st.bkgd	bp.simpleRepeat	bp.rmskRM327	bp.phastConsElements46wayPlacMammal	bp.allSoftRegions	perc.simpleRepeat	perc.rmskRM327	perc.phastConsElements46wayPlacMammal	perc.allSoftRegions
chr9	89956252	89959373	chr9.86355	9.34204767129176	0.00124910494880546	0.975734380006408	178	1277	41	1324	5.7	40.92	1.31	42.42
chr9	89960059	89984725	chr9.86361	2.05107959364858	0.00123398659567995	0.974800251358145	724	20325	408	20598	2.94	82.4	1.65	83.51
chr9	89985355	89990610	chr9.86362	1.54293127158156	0.000594541297329028	0.974462607040913	293	2113	39	2152	5.58	40.21	0.74	40.95
chr9	90001695	90008264	chr9.86373	1.49573787580008	0.00108100223152022	0.973668747145684	208	3202	23	3283	3.17	48.74	0.35	49.98
chr9	90440381	90440878	chr9.86378	2.13661300361453	0.00213769436619718	0.964	0	0	0	0	0	0	0	0
chr9	90870163	90906975	chr9.86381	64.5285736402433	0.00100936201604322	0.952428066934695	1266	21722	147	22063	3.44	59.01	0.4	59.93
chr9	91199422	91200831	chr9.86428	7.06677673388911	0.00270545804387569	0.952	0	345	0	345	0	24.49	0	24.49
chr9	91207159	91241322	chr9.86432	1.12038831224938	0.00123122936159475	0.963111846149343	800	28159	332	28336	2.34	82.43	0.97	82.94
chr9	91293146	91303305	chr9.86437	215.583989876236	0.00171564918826545	0.964	201	4752	0	4752	1.98	46.78	0	46.78
chr9	91304362	91311353	chr9.86440	1655.77813197781	0.00116558210606639	0.964	32	3665	40	3705	0.46	52.42	0.57	53
chr9	91312453	91317348	chr9.86443	1417.29111370486	0.0025613984608209	0.964	264	2315	56	2381	5.39	47.29	1.14	48.64
chr9	91360820	91374302	chr9.86445	31.8582406213153	0.00221339004814077	0.951368639667705	454	4687	269	5040	3.37	34.76	2	37.38
chr9	91374866	91383735	chr9.86446	171.901650644412	0.00101477466046278	0.954409516292705	82	8850	0	8850	0.92	99.79	0	99.79
chr9	92443416	92444316	chr9.86458	9.22382695471054	0.000507256849315068	0.97	37	801	0	807	4.11	89	0	89.67
chr9	92444560	92450231	chr9.86461	4.68589956409724	0.00105108209606987	0.97	0	1544	118	1662	0	27.23	2.08	29.31
chr9	92488658	92494448	chr9.86469	41.9731239092	0.00139952497225305	0.976	91	3156	28	3156	1.57	54.51	0.48	54.51
chr9	92494793	92501141	chr9.86470	1.10382141505239	0.00182630763997907	0.975913201008192	221	2127	104	2421	3.48	33.51	1.64	38.14
chr9	92504659	92522697	chr9.86471	22.8283583089629	0.000734835655762578	0.97539100787227	320	5064	119	5186	1.77	28.07	0.66	28.75
chr9	92710162	92731697	chr9.86478	1.40129034788429	0.00150343330884015	0.97585609472951	267	10495	9	10666	1.24	48.73	0.04	49.53
chr9	92803808	92829496	chr9.86485	0.954930767156425	0.000712844765016984	0.972635783245095	270	13136	156	13267	1.05	51.14	0.61	51.65
chr9	92833727	92870564	chr9.86487	153.730243026132	0.00087792877930477	0.975643673480468	1050	13774	142	14213	2.85	37.39	0.39	38.58
chr9	92873832	92882375	chr9.86488	6.72494461522545	0.00124344489046473	0.976	68	4116	0	4116	0.8	48.18	0	48.18
chr9	92882881	92897373	chr9.86489	19.0955117846805	0.00098010458306811	0.973339497653878	146	8645	45	8691	1.01	59.65	0.31	59.97
chr9	92925096	92935789	chr9.86492	2.98903811112439	0.000667834637060415	0.97	766	6635	0	6645	7.16	62.05	0	62.14
chr9	92936492	92939049	chr9.86494	17.9606702609315	0.000524373828362751	0.97	46	845	0	891	1.8	33.05	0	34.85
chr9	92939401	92972358	chr9.86495	5.11782267355608	0.00070932516916137	0.97	434	23872	0	23890	1.32	72.43	0	72.49
chr9	93661261	93669425	chr9.86498	19.4667813346269	0.00144310723112892	0.957577413032827	390	5410	0	5425	4.78	66.27	0	66.45
chr9	93670032	93678708	chr9.86500	2.50516523811715	0.000965286738148984	0.958	230	2136	9	2160	2.65	24.62	0.1	24.9
chr9	93679251	93679932	chr9.86501	5.4357307057406	0.00084742491349481	0.958	0	681	0	681	0	100	0	100
chr9	93680350	93688734	chr9.86502	8.63825262361393	0.00050660252265861	0.958	704	3771	107	3960	8.4	44.98	1.28	47.23
chr9	93698322	93716258	chr9.86503	2.70379451237779	0.000535151848586005	0.958	643	8062	25	8693	3.58	44.95	0.14	48.47
chr9	93837414	93852122	chr9.86516	10.5992340717377	0.00127047823681628	0.958	219	9129	34	9163	1.49	62.07	0.23	62.3
chr9	93852630	93863968	chr9.86517	5.99660842327731	0.000765387031665458	0.957871141294761	115	5502	249	5751	1.01	48.53	2.2	50.72
chr9	93864353	93867238	chr9.86518	1.39009184623137	0.00101457018480493	0.957773656845754	32	1653	0	1653	1.11	57.3	0	57.3
chr9	105023676	105051829	chr9.86856	25.3991919890917	0.0020541683714392	0.951238127375413	145	13579	656	14261	0.52	48.23	2.33	50.66
chr9	105068011	105114566	chr9.86863	5.72897049591111	0.00152066982042936	0.96155830737837	455	38389	107	38497	0.98	82.46	0.23	82.69
chr9	105146544	105162379	chr9.86869	1.81809015196126	0.00111281042133746	0.962740322071361	154	11009	82	11093	0.97	69.52	0.52	70.05
chr9	105419790	105439092	chr9.86873	8.21532441513192	0.000984730573248407	0.963808672676406	144	13100	0	13158	0.75	67.87	0	68.17
chr9	107814627	107814971	chr9.86995	36.4652170785579	0.00351525697674419	0.950299418604651	0	134	0	134	0	38.95	0	38.95
chr9	107815271	107816608	chr9.86998	1.88165922129817	0.00273806835164835	0.951	0	1149	0	1149	0	85.94	0	85.94
chr9	107817684	107826546	chr9.86999	17.9040011280132	0.00115412638692758	0.950505416384563	714	7003	28	7041	8.06	79.02	0.32	79.45
chr9	110164075	110174030	chr9.87115	3.54475343131977	0.00192139719611529	0.957544349573079	678	6450	244	6597	6.81	64.79	2.45	66.27
chr9	110174505	110182467	chr9.87117	6.27642420105615	0.00110164876300578	0.958	696	6171	0	6187	8.74	77.51	0	77.71
chr9	110277499	110291727	chr9.87127	1.63661053118291	0.000948286689254598	0.950050674725893	87	10126	175	10263	0.61	71.17	1.23	72.13
chr9	110319000	110326517	chr9.87139	4.23777215642584	0.000758464116434828	0.957959159239058	73	5643	113	5731	0.97	75.07	1.5	76.24
chr9	110327223	110362265	chr9.87140	4.80223526633084	0.000734153996231945	0.962190343016951	250	21600	1991	22967	0.71	61.64	5.68	65.54
chr9	110362519	110381921	chr9.87144	16.8659158810022	0.0010761315255765	0.970481909081538	649	10474	730	11165	3.35	53.98	3.76	57.55
chr9	110382879	110383554	chr9.87146	11.90151847058	0.00157784888888889	0.969134814814815	0	84	107	191	0	12.44	15.85	28.3
chr9	110384337	110427263	chr9.87147	1.00466152801776	0.00116319160059387	0.9673982667847	441	23707	2552	26149	1.03	55.23	5.95	60.92
chr9	110432066	110432689	chr9.87148	1.29567968053064	0.00248035634095634	0.969609951845907	36	212	34	246	5.78	34.03	5.46	39.49
chr9	110433323	110436839	chr9.87149	1.01852261128581	0.00107837889624724	0.973687144482366	545	2246	20	2246	15.5	63.88	0.57	63.88
chr9	110443602	110468848	chr9.87153	1.87433615818562	0.00117708397935198	0.968280163194169	385	12090	1034	12908	1.52	47.89	4.1	51.13
chr9	110469281	110469661	chr9.87154	8.89863252897192	0.000237859736842105	0.965242105263158	0	76	2	76	0	20	0.53	20
chr9	110470022	110478793	chr9.87155	3.50338039184747	0.00129320604960678	0.967283206019838	360	3622	167	3862	4.1	41.3	1.9	44.03
chr9	110479611	110495236	chr9.87156	3.40999672307874	0.000689698096304591	0.97405056	838	8455	290	8776	5.36	54.11	1.86	56.17
chr9	110495549	110514670	chr9.87157	9.75317740369268	0.000944579942288802	0.964677945714136	371	8317	1530	9829	1.94	43.5	8	51.4
chr9	110541272	110555368	chr9.87161	1.79040875643043	0.000770868645763842	0.967610598751419	97	8612	659	9157	0.69	61.1	4.68	64.96
chr9	110570371	110574703	chr9.87163	1.25001276838212	0.000697207025045816	0.954030470914128	266	2143	240	2389	6.14	49.47	5.54	55.15
chr9	110575227	110584584	chr9.87164	4.95016193984038	0.000457842553505535	0.968452388586085	311	4089	227	4316	3.32	43.7	2.43	46.13
chr9	110616541	110635785	chr9.87166	11.0967921597114	0.000812278894053152	0.962884483475369	328	8268	944	9232	1.7	42.96	4.91	47.97
chr9	110636137	110638811	chr9.87167	3.87375777531277	0.0005030177328844	0.971477935676889	0	377	380	746	0	14.1	14.21	27.9
chr9	110662562	110680426	chr9.87170	5.02918194220856	0.00095065511168663	0.969473578145992	1130	10997	127	11063	6.33	61.56	0.71	61.93
chr9	110680700	110681146	chr9.87172	15.6225041112681	0.000690350692520776	0.966	0	188	11	199	0	42.15	2.47	44.62
chr9	110681259	110719853	chr9.87173	7.16194509240613	0.00143873297928217	0.970804347826087	344	17400	1875	19145	0.89	45.08	4.86	49.61
chr9	110836335	110856004	chr9.87183	11.9139581521845	0.00110225200127911	0.967467537749759	0	6481	1082	7527	0	32.95	5.5	38.27
