chrom	chromStart	chromEnd	id	st.recomb	st.diversity	st.bkgd	bp.simpleRepeat	bp.rmskRM327	bp.phastConsElements46wayPlacMammal	bp.allSoftRegions	perc.simpleRepeat	perc.rmskRM327	perc.phastConsElements46wayPlacMammal	perc.allSoftRegions
chr7	3090715	3104834	chr7.76189	11.3407895455396	0.00157080500592687	0.988	442	9826	354	10203	3.13	69.59	2.51	72.26
chr7	3119039	3120665	chr7.76195	0.988622375311406	0.00107507387820513	0.985538130381304	43	1411	0	1453	2.64	86.78	0	89.36
chr7	3121214	3122885	chr7.76196	1.06839868372236	0.00137070524886878	0.980644524236984	38	917	1	921	2.27	54.88	0.06	55.12
chr7	3139601	3152602	chr7.76201	3.32888008046076	0.00248698672178988	0.987201522959772	170	6836	348	7246	1.31	52.58	2.68	55.73
chr7	3153164	3159690	chr7.76202	7.18963714750973	0.0024528834268612	0.988	274	2702	127	2851	4.2	41.4	1.95	43.69
chr7	3234771	3236257	chr7.76211	1.76426987194732	0.00104513514352211	0.982	0	977	0	977	0	65.75	0	65.75
chr7	3237888	3243815	chr7.76212	4.2093718671268	0.00176647462157048	0.982	0	4450	125	4575	0	75.08	2.11	77.19
chr7	3244377	3250541	chr7.76213	2.99919171212238	0.0020348643169058	0.982	222	4243	175	4290	3.6	68.84	2.84	69.6
chr7	3254424	3277098	chr7.76216	3.60192153561857	0.00119178096432724	0.981236702831437	693	16469	406	16896	3.06	72.63	1.79	74.52
chr7	8953456	8991890	chr7.76245	0.93208851881875	0.00260161292954963	0.973016808034553	300	18385	1411	19883	0.78	47.84	3.67	51.73
chr7	8994434	8999080	chr7.76246	17.8234265319994	0.00301032599871134	0.973776151528196	31	1801	237	2038	0.67	38.76	5.1	43.87
chr7	8999737	9021159	chr7.76247	937.147840702046	0.00150846368086658	0.981325413126692	350	7097	1969	9117	1.63	33.13	9.19	42.56
chr7	9021470	9031601	chr7.76248	0.983254977692797	0.0010477921968137	0.985287632020531	183	5414	1529	6943	1.81	53.44	15.09	68.53
chr7	9031949	9073648	chr7.76250	1.98846551787193	0.00144698870967742	0.983584570373391	492	21106	1329	22520	1.18	50.62	3.19	54.01
chr7	9281507	9286936	chr7.76253	5.92832459335517	0.00236729738769531	0.991681709338736	0	2855	333	3188	0	52.59	6.13	58.72
chr7	9299718	9325921	chr7.76256	4.6353392154595	0.00180915492744592	0.979533717513262	260	10739	968	11667	0.99	40.98	3.69	44.53
chr7	9338589	9373811	chr7.76258	1.89862792429703	0.000979140449196547	0.983346289251036	300	15336	1074	16456	0.85	43.54	3.05	46.72
chr7	9374066	9376830	chr7.76259	3.10691472003686	0.000491093926940639	0.992027496382055	0	763	176	939	0	27.6	6.37	33.97
chr7	9377085	9443480	chr7.76260	7.40075294592629	0.000956410109357014	0.990733488967543	547	43599	867	44480	0.82	65.67	1.31	66.99
chr7	9627157	9634308	chr7.76265	12.8098086286269	0.00157192646078649	0.977953712767445	0	5588	22	5610	0	78.14	0.31	78.45
chr7	10114595	10115983	chr7.76273	5.0149353419289	0.00133434989138306	0.988	0	0	259	259	0	0	18.66	18.66
chr7	10116214	10121133	chr7.76275	7.18215734510729	0.00168287927072927	0.988	84	3423	0	3423	1.71	69.59	0	69.59
chr7	10121507	10124902	chr7.76276	2.75475828601124	0.00110879773195876	0.988	0	569	14	583	0	16.76	0.41	17.17
chr7	10136458	10154689	chr7.76278	1.46935686444503	0.00135568179920544	0.969712906587681	224	6502	902	7417	1.23	35.66	4.95	40.68
chr7	10154965	10158277	chr7.76280	3.84838844329	0.00192926492702344	0.963828502415459	221	1579	0	1579	6.67	47.68	0	47.68
chr7	10158823	10160949	chr7.76282	1.53341060576264	0.00161093729227762	0.951866886171213	0	550	0	550	0	25.87	0	25.87
chr7	10344823	10371530	chr7.76298	17.81560945275	0.00191387610105263	0.966315947129966	142	10055	1368	11496	0.53	37.65	5.12	43.04
chr7	10448592	10488613	chr7.76302	9.04990803047218	0.00152573393941243	0.957320306838909	124	23550	1217	24723	0.31	58.84	3.04	61.78
chr7	12883550	12909668	chr7.76380	2.33842640988586	0.00165184030149636	0.962428018990734	488	14083	514	14709	1.87	53.92	1.97	56.32
chr7	12919512	12943311	chr7.76382	8.0050167224	0.00215272172920389	0.971547165847304	578	7160	185	7345	2.43	30.09	0.78	30.86
chr7	12951014	12975214	chr7.76389	45.81727170701	0.00181224894623454	0.974149338842975	424	6684	416	7286	1.75	27.62	1.72	30.11
chr7	15806829	15815974	chr7.76439	15.0958261579403	0.000785399787460149	0.958047676325861	182	7562	0	7565	1.99	82.69	0	82.72
chr7	15816063	15816715	chr7.76442	14.6481980180143	0.00171243849693252	0.963	0	301	16	317	0	46.17	2.45	48.62
chr7	15817085	15843473	chr7.76443	3.11238669338982	0.00096177410854232	0.956806995604062	416	16609	1488	18017	1.58	62.94	5.64	68.28
chr7	25477333	25506115	chr7.76784	1.39511906143335	0.000860947833461835	0.953457369189077	270	21071	632	21699	0.94	73.21	2.2	75.39
chr7	36784582	36787319	chr7.77038	6.87537731237163	0.00038253238512035	0.950968578735842	0	497	49	546	0	18.16	1.79	19.95
chr7	36787512	36790291	chr7.77039	20.968307840784	0.00139978261532596	0.951577905721482	0	886	0	886	0	31.88	0	31.88
chr7	37489049	37510853	chr7.77062	11.3562332622633	0.000689159508540945	0.962183865345808	215	9856	249	10101	0.99	45.2	1.14	46.33
chr7	38166514	38182531	chr7.77068	46.927548138597	0.000684217122557727	0.952742148966723	210	11751	161	11923	1.31	73.37	1.01	74.44
chr7	40937088	41004276	chr7.77135	6.48820029884348	0.00112544493034154	0.967300113115437	1221	42041	1429	43457	1.82	62.57	2.13	64.68
chr7	41118215	41141201	chr7.77148	2.82742952843802	0.000765981412656806	0.969488253719656	281	11695	1164	12814	1.22	50.88	5.06	55.75
chr7	41290257	41309286	chr7.77156	1.96194902339764	0.00134813648410396	0.966280519207525	104	8530	925	9326	0.55	44.83	4.86	49.01
chr7	41309952	41311287	chr7.77157	1.69013276838569	0.000556221535580524	0.954448689138577	33	518	15	518	2.47	38.8	1.12	38.8
chr7	41311976	41406597	chr7.77158	1.86357927551888	0.000799451090295422	0.955891778780609	2041	40053	6036	45722	2.16	42.33	6.38	48.32
chr7	41407073	41415684	chr7.77159	25.0083361740672	0.00148765443521814	0.953437347578678	481	2823	549	3373	5.59	32.78	6.38	39.17
chr7	41415973	41420498	chr7.77161	1.54883448808958	0.00125299485082873	0.969077127071823	0	1264	42	1285	0	27.93	0.93	28.4
chr7	42497758	42518712	chr7.77215	5.85885505042539	0.000971151650446473	0.952511883172664	125	6865	458	7288	0.6	32.76	2.19	34.78
chr7	45358655	45431123	chr7.77414	2.58172897173246	0.00106758195478219	0.950570127504554	325	52890	281	53230	0.45	72.98	0.39	73.45
chr7	46102170	46113770	chr7.77432	0.96725312690879	0.00158111242382123	0.957952413793103	245	7751	55	7900	2.11	66.82	0.47	68.1
chr7	46175187	46247324	chr7.77437	3.89655722797548	0.00137151003109042	0.966452500103969	589	28967	429	29399	0.82	40.16	0.59	40.75
chr7	46266613	46283009	chr7.77439	0.92585752655843	0.00206569629700324	0.972225786777263	221	14056	73	14129	1.35	85.73	0.45	86.17
chr7	46521176	46562137	chr7.77448	4.45485436014741	0.000953549981072555	0.976	734	25451	267	25785	1.79	62.13	0.65	62.95
chr7	46562837	46588168	chr7.77449	11.4208766493009	0.00107082540944807	0.973034542655245	392	17903	45	17992	1.55	70.68	0.18	71.03
chr7	46675349	46689208	chr7.77452	2.15925129265009	0.001027326875	0.976	36	8887	0	8887	0.26	64.12	0	64.12
chr7	46689629	46713414	chr7.77457	6.38601870877428	0.000916233312581064	0.976	115	14040	45	14159	0.48	59.03	0.19	59.53
chr7	46812553	46813909	chr7.77461	1.96454970287745	0.00174097581120944	0.976	0	374	0	374	0	27.58	0	27.58
chr7	46814437	46814682	chr7.77462	2.27831554566089	9.27644897959184e-05	0.976	0	0	0	0	0	0	0	0
chr7	46815383	46820970	chr7.77463	2.08223059759772	0.000590363638750328	0.976	87	4502	0	4502	1.56	80.58	0	80.58
chr7	46904675	46930222	chr7.77468	2.45920666786451	0.00118924810566245	0.972978118761498	153	15302	269	15607	0.6	59.9	1.05	61.09
chr7	47191510	47225577	chr7.77470	2.12681579543526	0.00109014056793321	0.973077758534652	746	20048	25	20691	2.19	58.85	0.07	60.74
chr7	47226101	47229404	chr7.77471	5.27278005659399	0.00107973369377163	0.97	35	1294	16	1310	1.06	39.18	0.48	39.66
chr7	47229938	47242594	chr7.77472	3.40303338304866	0.000961979595361461	0.97	0	4808	21	4829	0	37.99	0.17	38.16
chr7	47243009	47254418	chr7.77473	3.68651558592596	0.000860060123370809	0.967721798580068	109	5957	0	5957	0.96	52.21	0	52.21
chr7	47254728	47283652	chr7.77474	8.33007393631097	0.000632063326900177	0.958411768773337	388	12933	228	13252	1.34	44.71	0.79	45.82
chr7	47622156	47622363	chr7.77479	1.61653502613911	0	0.969	0	112	0	112	0	54.11	0	54.11
chr7	47622991	47629093	chr7.77480	4.11780578604551	0.000918405393317548	0.97	482	2793	41	2863	7.9	45.77	0.67	46.92
chr7	47635056	47646082	chr7.77482	2.65560913152485	0.0011830027406765	0.97	330	8098	103	8263	2.99	73.44	0.93	74.94
chr7	47646427	47646716	chr7.77485	2.63725611972521	0	0.97	0	239	0	239	0	82.7	0	82.7
chr7	47646724	47652558	chr7.77486	2.62787093526557	0.00145991124657117	0.97	80	2465	0	2472	1.37	42.25	0	42.37
chr7	47701246	47703137	chr7.77489	5.9917364848961	0.000471337967914438	0.97	84	698	0	698	4.44	36.91	0	36.91
chr7	47703975	47709965	chr7.77490	1.86740265399272	0.00111132454421769	0.969992153589315	44	2284	0	2284	0.73	38.13	0	38.13
chr7	47710321	47728941	chr7.77493	6.84227523695281	0.00124551238667812	0.965936466165414	1763	13081	134	13281	9.47	70.25	0.72	71.33
chr7	47773831	47784294	chr7.77500	4.8836276019023	0.00211534172671127	0.958	378	5317	151	5468	3.61	50.82	1.44	52.26
chr7	47788420	47795195	chr7.77508	8.2330535073823	0.00274741156220323	0.952	219	4305	0	4305	3.23	63.54	0	63.54
chr7	47795612	47799597	chr7.77510	2.31913746498968	0.00243895781975844	0.952	154	891	88	980	3.86	22.36	2.21	24.59
chr7	47806370	47808318	chr7.77511	3.34708047758325	0.0018490450049456	0.952	104	1882	0	1882	5.34	96.61	0	96.61
chr7	49058171	49120755	chr7.77543	3.02141622448639	0.000997661026783999	0.952832768758788	738	32331	328	32790	1.18	51.66	0.52	52.39
chr7	49121101	49165331	chr7.77544	4.0725822355274	0.00135738678300409	0.96029941216369	442	26783	25	26887	1	60.55	0.06	60.79
chr7	49166945	49173422	chr7.77545	20.706140935802	0.0017077801618123	0.96062930368998	65	1382	163	1545	1	21.34	2.52	23.85
chr7	49228840	49269732	chr7.77556	1.36175311721685	0.00144320374141074	0.96782001369461	405	22506	133	22761	0.99	55.04	0.33	55.66
chr7	49589188	49677788	chr7.77561	1.49617438098419	0.00178429712478041	0.96980276523702	1386	54760	170	55129	1.56	61.81	0.19	62.22
chr7	49727270	49801800	chr7.77565	2.04557464334948	0.000859018871368531	0.956120850664162	1149	39661	894	40564	1.54	53.21	1.2	54.43
chr7	50890038	50896390	chr7.77610	2.42201376567136	0.00135843874957641	0.952112090680101	54	3561	21	3615	0.85	56.06	0.33	56.91
chr7	50896788	50899236	chr7.77612	1.02511244968492	0.00126538028490028	0.958	39	1693	0	1732	1.59	69.16	0	70.75
chr7	50899567	50907059	chr7.77614	0.971082252545785	0.000907071163166397	0.957789909236519	0	2258	477	2689	0	30.14	6.37	35.89
chr7	51841948	51850894	chr7.77637	0.913152856027004	0.000647905640025991	0.979822155153141	416	3310	37	3353	4.65	37	0.41	37.48
chr7	51853814	51862102	chr7.77638	2.58749553356898	0.000319045086802629	0.981	140	7791	0	7890	1.69	94	0	95.2
chr7	51862548	51928579	chr7.77639	2.2869425843931	0.000944039669764683	0.962799684996441	627	37255	1089	38431	0.95	56.42	1.65	58.2
chr7	51929097	51970976	chr7.77641	3.93774629451259	0.00113180383084042	0.976572363236944	847	19825	447	20281	2.02	47.34	1.07	48.43
chr7	52034788	52094155	chr7.77646	7.58280646990151	0.002391454630418	0.980489228022302	572	29318	511	29820	0.96	49.38	0.86	50.23
chr7	52142998	52182177	chr7.77648	7.53888098625	0.000930584087274795	0.983979325659154	301	23050	238	23204	0.77	58.83	0.61	59.23
chr7	52965169	53043658	chr7.77650	1.43475574459375	0.00153805191718731	0.986297366509956	707	47980	91	48244	0.9	61.13	0.12	61.47
chr7	53104623	53117065	chr7.77654	8.40304928940102	0.00115680726526892	0.982	159	7247	0	7247	1.28	58.25	0	58.25
chr7	53169130	53189308	chr7.77663	4.84274018258123	0.00137927334244329	0.981217266329666	246	10657	236	10912	1.22	52.81	1.17	54.08
chr7	53239490	53254830	chr7.77664	0.985520431328705	0.00194094863920286	0.981	100	11775	0	11811	0.65	76.76	0	76.99
chr7	53653582	53679898	chr7.77670	2.01553314642002	0.00165296599830437	0.97436958504332	189	14294	56	14389	0.72	54.32	0.21	54.68
chr7	54958365	55001212	chr7.77721	1.50104689312619	0.00116140704933912	0.956994375335496	348	27127	286	27317	0.81	63.31	0.67	63.75
chr7	79103627	79133389	chr7.77768	3.53569365952621	0.00118655908203125	0.954716719306498	522	18141	251	18298	1.75	60.95	0.84	61.48
chr7	79133652	79162971	chr7.77769	7.7268238734709	0.00104952171647819	0.971611548824994	522	14192	314	14711	1.78	48.41	1.07	50.18
chr7	79163487	79165261	chr7.77770	9.02422784675376	0.00164821045510455	0.972622886133033	0	0	0	0	0	0	0	0
chr7	79165798	79180370	chr7.77771	5.80691042776858	0.00117527596101787	0.971148915728795	177	5932	143	6191	1.21	40.71	0.98	42.49
chr7	79581098	79611075	chr7.77779	1.18538437893955	0.000789773814137669	0.961930746905961	1014	14106	169	14282	3.38	47.06	0.56	47.64
chr7	79611761	79628771	chr7.77780	1.09021856025815	0.000487734726851181	0.966377189888301	57	7699	218	7894	0.34	45.26	1.28	46.41
chr7	79629436	79636681	chr7.77781	1.7027366287847	0.00073539687211094	0.957229951690821	0	4390	207	4597	0	60.59	2.86	63.45
chr7	79726543	79736620	chr7.77791	4.2652482595817	0.000514056286004744	0.958728391386325	145	6318	41	6336	1.44	62.7	0.41	62.88
chr7	79742917	79762936	chr7.77793	4.68390968764903	0.000655192825902078	0.953895149607873	670	12105	295	12407	3.35	60.47	1.47	61.98
chr7	80578275	80602381	chr7.77812	3.09231601028693	0.00131870928001849	0.961490251389696	1032	11271	391	11697	4.28	46.76	1.62	48.52
chr7	80602742	80603315	chr7.77813	20.9136122702135	0.000298161082024433	0.966495636998255	0	34	0	34	0	5.93	0	5.93
chr7	80604036	80637456	chr7.77821	28.4035224346867	0.000801251100760206	0.967924057450628	248	16076	771	16754	0.74	48.1	2.31	50.13
chr7	80731892	80761603	chr7.77825	3.0743484188823	0.00163117819760333	0.959412473494666	1228	13558	403	14081	4.13	45.63	1.36	47.39
chr7	80840908	80863845	chr7.77827	1.14059403749635	0.00121365308933491	0.960282730958713	510	14137	334	14498	2.22	61.63	1.46	63.21
chr7	80904914	80912967	chr7.77834	1.39198020274678	0.00178272984160507	0.958919408915932	72	5545	0	5545	0.89	68.86	0	68.86
chr7	80913598	80965229	chr7.77835	12.8290183381483	0.00095940868911409	0.960563982878503	595	21718	713	22631	1.15	42.06	1.38	43.83
chr7	80966023	81058728	chr7.77836	2.28713008905082	0.00102749312617059	0.960963669704978	1236	41240	1231	42846	1.33	44.49	1.33	46.22
chr7	81059157	81061810	chr7.77837	5.65783907716501	0.000722990512697652	0.955721824349793	0	1562	27	1572	0	58.88	1.02	59.25
chr7	81062005	81063264	chr7.77838	6.17055206581043	0.00176347815726767	0.957	0	182	0	182	0	14.46	0	14.46
chr7	81063459	81071929	chr7.77839	7.37653596448616	0.00210224046117817	0.954597756788666	830	4540	149	4689	9.8	53.6	1.76	55.36
chr7	81072090	81094731	chr7.77840	4.44055529576059	0.0012047763470628	0.951511196501921	35	12760	103	12863	0.15	56.36	0.45	56.81
chr7	109238456	109283351	chr7.78404	1.77033185002734	0.00106661532985287	0.956389241563648	1249	23246	694	24044	2.78	51.78	1.55	53.56
chr7	109283352	109296924	chr7.78405	1.8984466758687	0.00108243861443458	0.957426760978485	98	10999	225	11219	0.72	81.04	1.66	82.66
chr7	109912693	109917645	chr7.78416	1.90886151837603	0.000553680102564103	0.953273626817447	45	2014	8	2022	0.91	40.67	0.16	40.83
chr7	131255182	131264861	chr7.79054	2.35677000251979	0.00120160097572044	0.951913317491476	967	5693	18	5761	9.99	58.82	0.19	59.52
chr7	131278384	131296832	chr7.79063	16.8513966020316	0.00105146160831305	0.953964928447528	515	9193	463	9722	2.79	49.83	2.51	52.7
chr7	131297211	131298803	chr7.79067	6.26738117322338	0.00148108076923077	0.958	0	1017	0	1017	0	63.88	0	63.88
chr7	131299076	131305427	chr7.79068	1.34122447760164	0.00107321593866171	0.961225003936388	138	4005	179	4147	2.17	63.06	2.82	65.3
chr7	131306093	131337972	chr7.79070	5.92101064250028	0.0014437126777867	0.961596756485461	1105	14839	868	15875	3.47	46.55	2.72	49.8
chr7	131478258	131504919	chr7.79071	0.984161295565712	0.001029566593662	0.953649638048085	108	11683	1416	12686	0.41	43.82	5.31	47.58
chr7	131633712	131644036	chr7.79084	155.397304774435	0.00077210541440142	0.953268113134444	137	4117	429	4507	1.33	39.88	4.16	43.66
chr7	144708356	144713418	chr7.79357	0.963997121214435	0.00103908227727489	0.97751698933228	27	1687	0	1687	0.53	33.33	0	33.33
chr7	144789935	144857819	chr7.79363	1.14992817722714	0.00135526933429812	0.972636747981852	805	33462	1615	34911	1.19	49.29	2.38	51.43
chr7	144858435	144882556	chr7.79367	1.66664503836767	0.00123149005462507	0.974650346171386	114	8576	1148	9759	0.47	35.55	4.76	40.46
chr7	144921583	145122509	chr7.79369	3.10480019661921	0.00114867766350211	0.961886231747011	3244	123484	3024	126367	1.61	61.46	1.51	62.89
chr7	145123245	145153469	chr7.79370	1.8388124856126	0.00122274224092583	0.974848994176813	253	12448	765	13042	0.84	41.19	2.53	43.15
chr7	145154025	145167046	chr7.79371	6.93554077019312	0.00124001285848814	0.983653636433454	108	5403	0	5481	0.83	41.49	0	42.09
chr7	145167509	145192684	chr7.79372	6.69740675476431	0.000951131409028727	0.98275857000993	36	15467	805	16308	0.14	61.44	3.2	64.78
chr7	145193067	145207302	chr7.79382	18.1530595585133	0.00120209888798038	0.979671654373024	0	8995	151	9146	0	63.19	1.06	64.25
chr7	145208146	145215371	chr7.79383	13.175904500359	0.000798722142103412	0.983651211072664	127	5015	28	5043	1.76	69.41	0.39	69.8
chr7	145393727	145427274	chr7.79396	2.95840953266122	0.000858037664027763	0.987	364	24076	66	24142	1.09	71.77	0.2	71.96
chr7	145694521	145743945	chr7.79426	1.07852799226652	0.00114320839604495	0.981169755584331	917	28779	221	29185	1.86	58.23	0.45	59.05
chr7	145744425	145793772	chr7.79427	3.94779415447749	0.00100980276192441	0.985027884167224	587	21399	838	22289	1.19	43.36	1.7	45.17
chr7	148213475	148240616	chr7.79436	1.45569577219814	0.00113667825055987	0.975961202608599	292	18302	387	18499	1.08	67.43	1.43	68.16
chr7	148241577	148257977	chr7.79437	5.81774445606243	0.000907591157415514	0.975596890243903	58	13215	377	13521	0.35	80.58	2.3	82.45
chr7	148258130	148262511	chr7.79438	8.40041517900264	0.000546697181252048	0.976	0	3142	0	3142	0	71.72	0	71.72
chr7	148263040	148277268	chr7.79439	3.11227988422481	0.000625263817508711	0.976	65	9809	371	10104	0.46	68.94	2.61	71.01
chr7	148277385	148277845	chr7.79440	0.92222144285293	0.000239167029972752	0.976	0	56	0	56	0	12.17	0	12.17
chr7	148277909	148284774	chr7.79442	0.936868484013149	0.000964104257690593	0.976	121	3566	42	3612	1.76	51.94	0.61	52.61
chr7	148286192	148287656	chr7.79443	0.95881054956445	0.000826665637065637	0.976	79	0	98	177	5.4	0	6.69	12.09
chr7	148312952	148318267	chr7.79444	6.36130895571442	0.00172683082542001	0.966889934148636	300	3227	0	3485	5.64	60.71	0	65.57
chr7	148318821	148334271	chr7.79445	4.02191092962095	0.00126336773889982	0.963221359223301	105	7149	380	7552	0.68	46.27	2.46	48.88
chr7	148334739	148345057	chr7.79446	12.4114059618008	0.00107245206491813	0.964	1201	6783	239	6974	11.64	65.74	2.32	67.59
chr7	148345194	148347679	chr7.79447	17.9174942657494	0.00138197237376669	0.963376659959759	585	1216	13	1244	23.54	48.93	0.52	50.06
chr7	149053820	149066811	chr7.79537	2.99422842093569	0.00171014535653288	0.952	112	11286	0	11286	0.86	86.88	0	86.88
chr7	149067226	149072791	chr7.79540	4.9151236433019	0.00245356856904232	0.952	0	4216	40	4235	0	75.76	0.72	76.1
chr7	149073204	149074540	chr7.79541	13.2871065955679	0.000394388012958963	0.952	0	1108	0	1108	0	82.93	0	82.93
chr7	149074973	149087387	chr7.79542	65.8844396297227	0.000554286116367077	0.952	171	9767	28	9795	1.38	78.68	0.23	78.9
chr7	149088111	149095294	chr7.79543	70.5674626183129	0.000751423533366952	0.952581372685507	261	4413	267	4649	3.63	61.44	3.72	64.72
chr7	149098547	149099466	chr7.79544	1.39323347157489	0.00105033724137931	0.958	70	423	0	465	7.62	46.03	0	50.6
chr7	149100107	149104073	chr7.79545	1.18613489920932	0.000578118845742786	0.958	404	1966	0	2251	10.19	49.57	0	56.76
chr7	149439333	149441589	chr7.79586	41.0452211358847	0.000538857727873184	0.950960106382979	60	870	0	875	2.66	38.56	0	38.79
chr7	154880797	154884823	chr7.79596	9.95034347774581	0.00104266767801858	0.958	235	1405	0	1597	5.84	34.9	0	39.67
chr7	154898505	154905107	chr7.79598	29.9544276795776	0.0014127080584277	0.974102696152681	120	1424	142	1566	1.82	21.57	2.15	23.72
