chr	start	end	length	rec	bgs
chr1	30532743	30552793	20050	0.957297855362	11447.0
chr1	30614454	30670358	55904	0.958	32804.0
chr1	30670684	30688668	17984	0.958	14542.0
chr1	56788570	56796763	8193	0.95679482485	5320.0
chr1	56797187	56799127	1940	0.955870618557	874.0
chr1	56847891	56852511	4620	0.952787229437	2288.0
chr1	56891561	56896953	5392	0.952043397626	3633.0
chr1	59558592	59597607	39015	0.953292656671	25030.0
chr1	61360287	61367912	7625	0.961907540984	2372.0
chr1	61368037	61369567	1530	0.963456862745	317.0
chr1	61375912	61378402	2490	0.960323293173	1368.0
chr1	62083960	62084337	377	0.950129973475	0.0
chr1	82877746	82892494	14748	0.953735964199	3365.0
chr1	104963958	104999673	35715	0.963758252835	21985.0
chr1	105079986	105138649	58663	0.952057889982	44062.0
chr1	105138650	105181480	42830	0.969136726594	32288.0
chr1	105181996	105192917	10921	0.968360131856	4982.0
chr1	105219463	105231110	11647	0.973819867777	4444.0
chr1	105256365	105300264	43899	0.964450830315	27329.0
chr1	105399485	105427424	27939	0.974805862772	16444.0
chr1	105668456	105726404	57948	0.972676658383	38303.0
chr1	106961742	106969623	7881	0.958850780358	7802.0
chr1	106969835	106973895	4060	0.964193103448	2900.0
chr1	106973896	106978401	4505	0.960825971143	2690.0
chr1	163813982	163846684	32702	0.963464711638	15390.0
chr1	164215921	164237601	21680	0.951020110701	10819.0
chr1	164322425	164325905	3480	0.959703735632	3456.0
chr1	164327464	164378871	51407	0.968694127259	32464.0
chr1	164380253	164380955	702	0.979	702.0
chr1	164388591	164389544	953	0.976501573977	789.0
chr1	164390413	164408872	18459	0.975829622406	9269.0
chr1	164409822	164457211	47389	0.981691848319	30899.0
chr1	164457479	164480247	22768	0.98040218728	15895.0
chr1	164963574	165013357	49783	0.950330494345	31607.0
chr1	165014549	165089843	75294	0.955644061944	42961.0
chr1	168599062	168646155	47093	0.951494256047	22129.0
chr1	188680011	188704025	24014	0.96869950862	13717.0
chr1	188704726	188735335	30609	0.96510323761	21536.0
chr1	189819487	189835519	16032	0.954743388224	11297.0
chr1	194105535	194118602	13067	0.956828269687	5902.0
chr1	194352221	194377015	24794	0.954844841494	13210.0
chr1	195043495	195052601	9106	0.956	2300.0
chr1	195145919	195157502	11583	0.955758266425	8557.0
chr1	208543506	208572298	28792	0.959915879411	12560.0
chr1	208572708	208681384	108676	0.965248997019	52420.0
chr1	208681484	208691493	10009	0.964429413528	5319.0
chr1	208691494	208749365	57871	0.971927251991	22240.0
chr1	208749479	208769226	19747	0.964233959589	7464.0
chr1	208769603	208774131	4528	0.969670715548	1277.0
chr1	208818093	208844424	26331	0.969791804337	8535.0
chr1	208844991	208854317	9326	0.964544928158	4337.0
chr1	208854759	208870262	15503	0.979232084113	8687.0
chr1	208870268	208870610	342	0.981	342.0
chr1	209041959	209083665	41706	0.966719896418	21033.0
chr1	209084332	209121676	37344	0.964181823051	13428.0
chr1	209189438	209253325	63887	0.9712902938	34687.0
chr1	209283455	209287296	3841	0.960680031242	1429.0
chr1	209287808	209292399	4591	0.966427140057	2794.0
chr1	213652148	213659760	7612	0.950414477141	5531.0
chr1	217324654	217354154	29500	0.951566677966	14238.0
chr1	218339348	218339783	435	0.951786206897	0.0
chr1	219091853	219092219	366	0.956	209.0
chr1	219092947	219097801	4854	0.954002472188	3013.0
chr1	232199084	232252286	53202	0.952078342919	32035.0
chr1	232326361	232398734	72373	0.956906208116	42477.0
chr1	232428604	232433797	5193	0.953830541113	3040.0
chr1	232433860	232436315	2455	0.952	1122.0
chr1	233584527	233663439	78912	0.95073843015	50678.0
chr1	233663798	233748777	84979	0.969883406489	53288.0
chr1	233952555	233961675	9120	0.958	7476.0
chr1	233972162	234004406	32244	0.957585318199	20114.0
chr1	234014395	234023884	9489	0.950284434608	4678.0
chr1	234024250	234037100	12850	0.950553151751	10244.0
chr1	234638315	234659414	21099	0.950275889853	10503.0
chr1	234770526	234780411	9885	0.951321396055	4506.0
chr1	235242211	235252093	9882	-1.0	5544.0
chr1	237167746	237171086	3340	0.952	1150.0
chr1	237171216	237194614	23398	0.958985041457	17673.0
chr1	237195355	237196381	1026	0.964	396.0
chr1	237196443	237205701	9258	0.964	2942.0
chr1	238807304	238835943	28639	0.988	15181.0
chr1	238836450	238851883	15433	0.988	10776.0
chr1	238856357	238918178	61821	0.988	43043.0
chr1	239106940	239173762	66822	0.983887821376	30544.0
chr1	239174108	239212540	38432	0.985720024979	20093.0
chr1	239213369	239215856	2487	0.987	872.0
chr1	239251622	239366606	114984	0.987445105406	57478.0
chr1	239433446	239454888	21442	0.985951683612	13797.0
chr1	239471109	239549864	78755	0.984746174846	33780.0
chr1	240646127	240652395	6268	0.956761327377	4038.0
chr1	240652402	240652872	470	0.952	222.0
chr1	240775624	240786128	10504	0.981295220868	3419.0
chr1	240786753	240799833	13080	0.982	7979.0
chr1	240800373	240883022	82649	0.979192452419	41776.0
chr1	240883479	240902441	18962	0.967552156945	10857.0
chr1	240903153	240906133	2980	0.958	1526.0
chr1	240906378	240906890	512	0.958	0.0
chr1	241527671	241585195	57524	0.966805715875	31502.0
chr1	242688346	242692646	4300	0.975	1449.0
chr1	242692740	242693590	850	0.975	642.0
chr1	242693889	242720650	26761	0.974647023654	11495.0
chr1	242721129	242819140	98011	0.96950681046	60102.0
chr1	242823653	242916161	92508	0.961611547109	52124.0
chr1	244348408	244350603	2195	0.954197266515	455.0
chr1	244351014	244355174	4160	0.956219951923	1455.0
chr1	244355774	244358500	2726	0.969	2028.0
chr1	244358580	244389913	31333	0.962995531867	9783.0
chr1	244393621	244394014	393	0.969	285.0
chr1	244394418	244430164	35746	0.957569770044	17708.0
chr1	244430891	244470098	39207	0.963309128472	23093.0
chr1	244470647	244471909	1262	0.964	1115.0
chr1	244488484	244506154	17670	0.960135710243	12610.0
chr1	244506292	244515936	9644	0.953358668602	5184.0
chr1	244899521	244979087	79566	0.957377648744	58509.0
chr1	245034028	245050253	16225	0.957988474576	8997.0
chr1	245288621	245289926	1305	0.964	931.0
chr1	245290548	245291121	573	0.964	405.0
chr1	245291515	245292435	920	0.964	816.0
chr1	245295109	245296824	1715	0.964	766.0
chr1	245297185	245300747	3562	0.963944974733	3338.0
