chr	start	end	length	rec	bgs
chr7	145193067	145207302	14235	0.979671654373	8995.0
chr7	145208146	145215371	7225	0.983651211073	5015.0
chr7	145393727	145427274	33547	0.987	24076.0
chr7	145694521	145743945	49424	0.981169755584	28779.0
chr7	145744425	145793772	49347	0.985027884167	21399.0
chr7	148213475	148240616	27141	0.975961202609	18302.0
chr7	148241577	148257977	16400	0.975596890244	13215.0
chr7	148258130	148262511	4381	0.976	3142.0
chr7	148263040	148277268	14228	0.976	9809.0
chr7	148277385	148277845	460	0.976	56.0
chr7	148277909	148284774	6865	0.976	3566.0
chr7	148286192	148287656	1464	0.976	0.0
chr7	148312952	148318267	5315	0.966889934149	3227.0
chr7	148318821	148334271	15450	0.963221359223	7149.0
chr7	148334739	148345057	10318	0.964	6783.0
chr7	148345194	148347679	2485	0.96337665996	1216.0
chr7	149053820	149066811	12991	0.952	11286.0
chr7	149067226	149072791	5565	0.952	4216.0
chr7	149073204	149074540	1336	0.952	1108.0
chr7	149074973	149087387	12414	0.952	9767.0
chr7	149088111	149095294	7183	0.952581372686	4413.0
chr7	149098547	149099466	919	0.958	423.0
chr7	149100107	149104073	3966	0.958	1966.0
chr7	149439333	149441589	2256	0.950960106383	870.0
chr7	154880797	154884823	4026	0.958	1405.0
chr7	154898505	154905107	6602	0.974102696153	1424.0
chr7	154990165	154993228	3063	0.988	1204.0
chr7	154993235	154995779	2544	0.988	488.0
chr7	154996899	154998717	1818	0.988	1374.0
chr7	155000711	155005021	4310	0.988	787.0
chr7	155005484	155006217	733	0.988	0.0
chr7	155006860	155014336	7476	0.988	2797.0
chr7	155015474	155022390	6916	0.988	1793.0
chr7	155025215	155035748	10533	0.988	6954.0
chr7	155036480	155037447	967	0.988	38.0
chr7	155038056	155039056	1000	0.988	697.0
chr7	155039833	155043618	3785	0.988	1859.0
chr7	155044182	155054807	10625	0.988	3208.0
chr7	155055039	155057996	2957	0.988	729.0
chr7	155102453	155103123	670	0.964	298.0
chr7	155103668	155104596	928	0.967077586207	51.0
chr7	155105253	155120210	14957	-1.0	8265.0
chr7	155326557	155334409	7852	0.982	2333.0
chr7	155334766	155336166	1400	0.982	91.0
chr7	155336561	155337780	1219	0.981465955701	0.0
chr7	155338159	155338525	366	0.979270491803	0.0
chr7	155338638	155342149	3511	0.98122842495	662.0
chr7	155342301	155342744	443	0.981	140.0
chr7	155343283	155349658	6375	0.981962196078	3795.0
chr7	155350174	155357089	6915	0.981696167751	3052.0
chr7	155357316	155366263	8947	0.982	3563.0
chr7	155366706	155369244	2538	0.982	1911.0
chr7	155369396	155372011	2615	0.982	1126.0
chr7	155372317	155394714	22397	0.963371522972	9810.0
chr7	155585535	155592677	7142	0.960523942873	1528.0
chr7	155610551	155652100	41549	0.982905292546	14625.0
chr7	155652281	155662546	10265	0.987518460789	2955.0
chr7	155662909	155685183	22274	0.988551135853	8378.0
chr7	155685472	155694554	9082	0.994	4220.0
chr7	155694847	155696824	1977	0.994	797.0
chr7	155730498	155733177	2679	0.994	1397.0
chr7	155733613	155734762	1149	0.994	60.0
chr7	155734883	155735090	207	0.994	103.0
chr7	155735196	155737387	2191	0.993754450023	536.0
chr7	155737667	155739552	1885	0.994	1205.0
chr7	155767772	155772818	5046	0.994	1632.0
chr7	155773001	155782823	9822	0.994	2021.0
chr7	155786274	155790107	3833	0.993971301852	1759.0
chr7	155790386	155792996	2610	0.994	0.0
chr7	155793087	155808793	15706	0.994	9765.0
chr7	155812219	155823314	11095	0.994	2465.0
chr7	155827270	155827735	465	0.994	464.0
chr7	155828589	155849170	20581	0.994	6000.0
chr7	155851229	155852051	822	0.994	0.0
chr7	155852585	155855438	2853	0.993109008062	1000.0
chr7	155856312	155870686	14374	0.9928898706	5435.0
chr7	155870861	155872764	1903	0.994	306.0
chr7	155872939	155887166	14227	0.994	7593.0
chr7	155887817	155893849	6032	0.994	1003.0
chr7	155894597	155938750	44153	0.99385194664	17935.0
chr7	155964618	156008024	43406	0.992963622541	11741.0
chr7	156008851	156016157	7306	0.993414590747	1291.0
chr7	156016246	156017657	1411	0.993537916371	524.0
chr7	156017941	156018308	367	0.994	43.0
chr7	156028877	156031806	2929	0.994	742.0
chr7	156032267	156057599	25332	0.994	14861.0
chr7	156060000	156111406	51406	0.992916274365	33031.0
chr7	156112271	156113073	802	0.988961346633	295.0
chr7	156113573	156124138	10565	0.990244959773	4281.0
chr7	156125084	156159387	34303	0.990335364254	11247.0
chr7	156696129	156698829	2700	0.951	1525.0
chr7	156699214	156699758	544	0.951	518.0
chr7	156699962	156700891	929	0.951255113025	131.0
chr7	156701251	156733598	32347	0.956710854175	19347.0
chr7	156734927	156737414	2487	0.958	404.0
chr7	156738339	156740891	2552	0.958	2015.0
chr7	156741044	156742415	1371	0.958	673.0
chr7	156766733	156774603	7870	0.960993900889	7594.0
chr7	156777398	156783184	5786	0.964	1163.0
chr7	156783679	156784079	400	0.964	286.0
chr7	156784437	156784647	210	0.964	0.0
chr7	156815919	156833738	17819	0.967885347101	10529.0
chr7	156834309	156849638	15329	0.968547328593	8667.0
chr7	156850152	156850402	250	0.95916	0.0
chr7	157078808	157080268	1460	0.957136986301	589.0
chr7	157094737	157110719	15982	0.964	11901.0
chr7	157122526	157128074	5548	0.958	3598.0
chr7	157210133	157210431	298	0.982	120.0
chr7	157210607	157212840	2233	0.982	739.0
chr7	157213356	157215535	2179	0.982	965.0
chr7	157217395	157218734	1339	0.982	94.0
chr7	157219002	157219428	426	0.982	0.0
chr7	157219892	157223314	3422	0.982	958.0
chr7	157223422	157229177	5755	0.982	1824.0
chr7	157229503	157233687	4184	0.982	1278.0
chr7	157235623	157258924	23301	0.982	13464.0
chr7	157292410	157292946	536	0.982	91.0
chr7	157293234	157293589	355	0.982	83.0
chr7	157296349	157305987	9638	0.982	7492.0
chr7	157310810	157311420	610	0.982	182.0
chr7	157311866	157318356	6490	0.976892141757	1456.0
chr7	157318925	157331745	12820	0.976	8733.0
