chr	start	end	length	rec	bgs
chr5	6136260	6179635	43375	0.993667711816	22281.0
chr5	6286701	6290028	3327	0.994	3114.0
chr5	6308299	6310553	2254	0.987933007986	1320.0
chr5	6343899	6361716	17817	0.977412022226	5820.0
chr5	6378773	6379003	230	0.963	0.0
chr5	6379009	6387413	8404	0.963	5627.0
chr5	6387845	6392349	4504	0.963	2744.0
chr5	6416681	6448735	32054	0.977162725401	15534.0
chr5	6499366	6530826	31460	0.976	15012.0
chr5	6828380	6853197	24817	0.973909537817	6835.0
chr5	6853574	6866791	13217	0.981954149958	6324.0
chr5	6867245	6868671	1426	0.988	636.0
chr5	6906530	6933782	27252	0.987239762219	15136.0
chr5	7230451	7258418	27967	0.986090034684	16996.0
chr5	7258711	7269211	10500	0.987601333333	9640.0
chr5	8049112	8051308	2196	0.952	1126.0
chr5	8062790	8071299	8509	0.970407568457	5362.0
chr5	8071712	8100576	28864	0.981900221729	14176.0
chr5	8121383	8133771	12388	0.988	6009.0
chr5	8135207	8173782	38575	0.988	22523.0
chr5	8173982	8177222	3240	0.988	1100.0
chr5	8464082	8469864	5782	0.994	4005.0
chr5	8471677	8525290	53613	0.993912446608	28433.0
chr5	8533930	8543616	9686	0.994	5738.0
chr5	8543617	8549991	6374	0.994	3297.0
chr5	8550407	8595304	44897	0.992107000468	18787.0
chr5	8597846	8618682	20836	0.988	8386.0
chr5	8622685	8701919	79234	0.988	38376.0
chr5	8790546	8837448	46902	0.988	36136.0
chr5	8837807	8838255	448	0.988	0.0
chr5	8838736	8839472	736	0.988	287.0
chr5	8916075	8918171	2096	0.958	229.0
chr5	9550721	9556461	5740	0.987	4506.0
chr5	9558455	9567684	9229	0.98681189728	4504.0
chr5	9598918	9620491	21573	0.98469568442	11664.0
chr5	10502840	10505107	2267	0.965775915307	1396.0
chr5	10522196	10526474	4278	0.976	1682.0
chr5	10532535	10532932	397	0.976	67.0
chr5	10533362	10551751	18389	0.980218989613	7866.0
chr5	10552119	10562204	10085	0.982	3417.0
chr5	10657988	10664221	6233	0.986910636932	2484.0
chr5	10921776	10943168	21392	0.972610228123	10088.0
chr5	10949724	10971951	22227	0.953806946507	9957.0
chr5	11970060	11973835	3775	0.971681589404	3428.0
chr5	11974115	12034303	60188	0.976546819964	29610.0
chr5	13433435	13479089	45654	0.957091952512	20915.0
chr5	14878105	14907904	29799	0.96208926474	15552.0
chr5	16185681	16186717	1036	0.951	318.0
chr5	16936385	16944193	7808	0.971026255123	3006.0
chr5	16944500	16972931	28431	0.981436565721	22531.0
chr5	16973145	16974642	1497	0.981	1108.0
chr5	16978522	16999165	20643	0.976525165916	12243.0
chr5	17012826	17024230	11404	0.980331988776	7747.0
chr5	17024231	17065706	41475	0.979729355033	28194.0
chr5	17963512	18038725	75213	0.981502240304	37561.0
chr5	18039374	18049340	9966	0.985860626129	5160.0
chr5	18150266	18151291	1025	0.980132682927	383.0
chr5	18346331	18431246	84915	0.989287251958	48439.0
chr5	18433938	18514966	81028	0.986496902305	45940.0
chr5	19396257	19413464	17207	0.963768175742	10540.0
chr5	19413897	19422690	8793	0.962542931878	2472.0
chr5	23070481	23240785	170304	0.97454959954	102172.0
chr5	23241412	23249897	8485	0.991978196818	5137.0
chr5	23440124	23472978	32854	0.98875844646	19592.0
chr5	23473389	23503793	30404	0.987637218787	19543.0
chr5	23543236	23584807	41571	0.985914122826	19798.0
chr5	23585437	23626003	40566	0.98728252724	24644.0
chr5	23690876	23791845	100969	0.977887856669	50002.0
chr5	24253962	24263986	10024	0.973580806065	3102.0
chr5	24301393	24318281	16888	0.970455826622	14375.0
chr5	24765854	24778362	12508	0.955436040934	6007.0
chr5	24785892	24797305	11413	0.960680189258	3961.0
chr5	24797393	24815164	17771	0.979068819988	11905.0
chr5	24816583	24835388	18805	0.979080138261	12136.0
chr5	24840692	24845323	4631	0.986087885986	1905.0
chr5	24845626	24851286	5660	0.98783409894	5121.0
chr5	24851593	24862823	11230	0.988	6687.0
chr5	24863061	24879923	16862	0.97954987546	7451.0
chr5	25306281	25311043	4762	0.955821923562	3414.0
chr5	25311114	25314603	3489	0.950472341645	1943.0
chr5	25316576	25319942	3366	0.95	940.0
chr5	25456628	25480089	23461	0.985334938835	15882.0
chr5	25480301	25495188	14887	0.982178477867	10782.0
chr5	25523637	25543265	19628	0.99288883228	10090.0
chr5	25545882	25572941	27059	0.993248087512	16485.0
chr5	25592082	25665407	73325	0.990475458575	45837.0
chr5	25666162	25675660	9498	0.991482101495	4792.0
chr5	25717507	25777014	59507	0.981466886249	33978.0
chr5	25778540	25785828	7288	0.993	3363.0
chr5	25786222	25788487	2265	0.993	1378.0
chr5	25788652	25821684	33032	0.993742643497	19353.0
chr5	25823788	25829300	5512	0.994	4051.0
chr5	25829620	25833268	3648	0.994	3611.0
chr5	25833896	25889776	55880	0.993097279885	40529.0
chr5	26111767	26135161	23394	0.993239719586	12784.0
chr5	26135810	26182281	46471	0.988749779432	23831.0
chr5	26182333	26198538	16205	0.989761987041	10508.0
chr5	26278914	26295926	17012	0.979709146485	8250.0
chr5	26295942	26341272	45330	0.986713434811	23887.0
chr5	26341294	26357138	15844	0.988	9218.0
chr5	26357533	26378702	21169	0.987314610988	16693.0
chr5	26399928	26417061	17133	0.984488706006	13354.0
chr5	26702757	26711222	8465	0.976538334318	7151.0
chr5	27164596	27164922	326	0.976	274.0
chr5	27165534	27176398	10864	0.974155927835	6657.0
chr5	27191305	27323357	132052	0.965279950323	63374.0
chr5	27443985	27472398	28413	0.963206349206	14703.0
chr5	27676639	27701713	25074	0.983251136636	14624.0
chr5	27773265	27773557	292	0.984	264.0
chr5	27773878	27783109	9231	0.98566731665	3770.0
chr5	27783610	27804493	20883	0.986764736867	9972.0
chr5	27946082	28089329	143247	0.968808903502	86973.0
chr5	28281728	28286070	4342	0.990545370797	1665.0
chr5	28430851	28486907	56056	0.977415031397	30343.0
chr5	28655056	28687954	32898	0.981072071251	16049.0
chr5	29017670	29030953	13283	0.979541218098	7049.0
chr5	29037039	29047778	10739	0.962	5536.0
chr5	29173082	29182586	9504	0.983692550505	4168.0
chr5	29182754	29191805	9051	0.985945751851	7381.0
chr5	29252274	29258284	6010	0.976508985025	3518.0
chr5	29258840	29300495	41655	0.970231448806	21102.0
chr5	67293272	67312261	18989	0.961353415135	9205.0
chr5	67861292	67883232	21940	0.960507201459	16542.0
chr5	70967110	71014989	47879	0.965581862612	28592.0
chr5	71041840	71084197	42357	0.958	19330.0
chr5	71084519	71084757	238	0.958	200.0
chr5	71084765	71108274	23509	0.958	17550.0
chr5	71108413	71109435	1022	0.958	525.0
chr5	71109915	71154023	44108	0.950798948037	32492.0
chr5	73505399	73528370	22971	0.960584432545	13216.0
chr5	73528736	73569871	41135	0.957515886714	14569.0
chr5	73570356	73577767	7411	0.962086088247	3271.0
chr5	75669370	75672659	3289	0.952	1754.0
chr5	75673442	75696590	23148	0.955020649732	9991.0
chr5	83843742	83844007	265	0.961	265.0
chr5	83844017	83862748	18731	0.956889808339	8599.0
chr5	83904670	83944834	40164	0.953804451748	13245.0
chr5	83960472	83975220	14748	0.966049362625	11180.0
chr5	84361949	84399940	37991	0.953770761496	18669.0
chr5	84409231	84412642	3411	0.968	435.0
chr5	84489760	84508775	19015	0.966082671575	12941.0
chr5	84840109	84840893	784	0.957	0.0
chr5	84841120	84845215	4095	0.955731868132	2092.0
chr5	103636959	103652337	15378	0.955019963584	2833.0
chr5	103652657	103670547	17890	0.967864393516	7033.0
chr5	103670884	103673479	2595	0.962111368015	372.0
chr5	105836379	105843979	7600	0.9563675	6200.0
chr5	105845233	105875083	29850	0.962398961474	16188.0
chr5	105880029	105889063	9034	0.972540181536	5459.0
chr5	105889235	105894109	4874	0.979757899056	2640.0
chr5	105906326	105931167	24841	0.976109697677	9581.0
chr5	105931653	106004821	73168	0.96862277225	33521.0
chr5	107110506	107136821	26315	0.954618392552	12109.0
chr5	115966972	115971482	4510	0.965466518847	2083.0
chr5	115971582	115995347	23765	0.951007490006	10242.0
chr5	116165883	116171180	5297	0.962592410799	1635.0
chr5	116171857	116179576	7719	0.963484259619	5856.0
chr5	116188342	116222097	33755	0.972877233003	20625.0
chr5	116224202	116252820	28618	0.975103606122	15135.0
chr5	116253021	116254277	1256	0.980933917197	493.0
chr5	116254599	116258667	4068	0.979854965585	1316.0
chr5	116258873	116359113	100240	0.957999002394	51156.0
chr5	116463660	116491004	27344	0.972629242247	9963.0
chr5	116491564	116552758	61194	0.97031241625	25313.0
chr5	116695085	116736584	41499	0.954261958119	21387.0
chr5	117057792	117066055	8263	0.968045867118	4710.0
chr5	120848760	120911488	62728	0.962775666369	43269.0
chr5	120912032	120917694	5662	0.961010067114	1689.0
chr5	120918241	120951931	33690	0.962982249926	26472.0
chr5	120952565	120988737	36172	0.96202894504	25088.0
chr5	123741208	123771850	30642	0.958600613537	20348.0
chr5	123805594	123814846	9252	0.957499783831	4112.0
chr5	123815187	123828524	13337	0.954881757517	11854.0
chr5	124969756	124986195	16439	0.966714885334	15124.0
chr5	124987751	125040044	52293	0.956014992446	28238.0
chr5	159188070	159203780	15710	0.96027931254	9326.0
chr5	161702742	161710243	7501	0.95480762565	5823.0
chr5	161710335	161786658	76323	0.951522424433	52270.0
chr5	161794687	161851026	56339	0.955428797103	30808.0
chr5	162051125	162088766	37641	0.966061183284	20898.0
chr5	162094138	162153971	59833	0.962077632744	27582.0
chr5	162249429	162278059	28630	0.970955571079	16889.0
chr5	162341237	162371839	30602	0.968252990001	20203.0
chr5	163287983	163374076	86093	0.959532191932	46474.0
chr5	163508835	163546103	37268	0.972797869486	14889.0
chr5	164763283	164763501	218	0.951068807339	0.0
chr5	164763836	164778484	14648	0.961311237029	5412.0
chr5	164874815	164880863	6048	0.968048611111	2366.0
chr5	164900640	164960769	60129	0.978507558749	28154.0
chr5	164961197	164980910	19713	0.992369400903	9330.0
chr5	165004367	165036445	32078	0.990255096951	16217.0
chr5	165049327	165090624	41297	0.986431944209	14080.0
chr5	165096310	165173539	77229	0.975918113662	39472.0
chr5	165487234	165499571	12337	0.98004701305	3482.0
chr5	165502218	165513911	11693	0.977615325408	5522.0
chr5	165514341	165522827	8486	0.990679472072	4121.0
chr5	166174145	166233966	59821	0.969258889019	34940.0
chr5	166259345	166283128	23783	0.979217256023	9912.0
chr5	166286060	166288608	2548	0.989523155416	1025.0
chr5	166288945	166290241	1296	0.982020833333	383.0
chr5	166290691	166293461	2770	0.986784115523	680.0
chr5	166295137	166321136	25999	0.957576406785	12314.0
chr5	166323832	166328473	4641	0.951746606335	1864.0
chr5	166328873	166332226	3353	0.969135102893	928.0
chr5	166399822	166402716	2894	0.95809536973	873.0
chr5	166422923	166436712	13789	0.977337515411	4842.0
chr5	166546590	166560679	14089	0.952010788558	4098.0
chr5	168732678	168742405	9727	0.956510434872	6864.0
chr5	168742920	168759927	17007	0.966615276063	13822.0
chr5	168759970	168787758	27788	0.956936843242	13926.0
chr5	169725231	169733560	8329	0.951165566094	3010.0
chr5	169739720	169758396	18676	0.962563557507	10190.0
chr5	169762104	169779474	17370	0.952349913644	7490.0
chr5	170885162	170976960	91798	0.955253654764	48135.0
chr5	170977230	170995857	18627	0.972674128953	15673.0
chr5	171011657	171106691	95034	0.974181598165	47219.0
chr5	171117372	171127611	10239	0.970638929583	4384.0
chr5	171166173	171166654	481	0.959933471933	293.0
chr5	171167168	171172705	5537	0.964087592559	3163.0
chr5	171222771	171247674	24903	0.966930329679	15658.0
chr5	171248242	171252983	4741	0.967508542502	1283.0
chr5	171253543	171261259	7716	0.957777345775	6064.0
chr5	171903832	171911439	7607	0.953408702511	5512.0
chr5	171912136	171920411	8275	0.958	3286.0
chr5	171920552	171929650	9098	0.960590789184	5186.0
chr5	171937125	171954343	17218	0.963	13526.0
chr5	173182199	173182864	665	0.958595488722	415.0
chr5	173183253	173184541	1288	0.958	162.0
chr5	173185448	173185648	200	0.958	59.0
chr5	173186181	173188403	2222	0.953690369037	886.0
chr5	173711892	173746602	34710	0.981245203111	18652.0
chr5	173748215	173750649	2434	0.982	1749.0
chr5	173751615	173752536	921	0.982	773.0
chr5	173752682	173753404	722	0.982	198.0
chr5	173753919	173756614	2695	0.981965491651	933.0
chr5	173757506	173763297	5791	0.986361250216	3935.0
chr5	173996742	174017362	20620	0.97617400582	8196.0
chr5	174025833	174033537	7704	0.98165719107	6968.0
chr5	174061266	174100727	39461	0.972973872938	20678.0
chr5	174103734	174129337	25603	0.970348552904	15123.0
chr5	174132617	174149343	16726	0.952681214875	8797.0
chr5	174163896	174170260	6364	0.965772627278	2592.0
chr5	174171460	174178306	6846	0.976907537248	3363.0
chr5	174287430	174336819	49389	0.988	36976.0
chr5	174422734	174430048	7314	0.98745255674	5069.0
chr5	174446176	174476212	30036	0.984240811027	16791.0
chr5	174478152	174482192	4040	0.985923019802	2125.0
chr5	174497327	174552601	55274	0.987152784311	35056.0
chr5	174573253	174611913	38660	0.98755499224	24086.0
chr5	174616638	174633919	17281	0.987940223367	10236.0
chr5	174634024	174638059	4035	0.987032961586	937.0
chr5	174638142	174643784	5642	0.988	1952.0
chr5	174644498	174676853	32355	0.98771370731	13164.0
chr5	174677423	174714894	37471	0.982438125484	21717.0
chr5	174717889	174758300	40411	0.979952735641	23916.0
chr5	174774739	174774993	254	0.982	254.0
chr5	174790161	174808951	18790	0.980635497605	11698.0
chr5	174824029	174850649	26620	0.966420398197	20892.0
chr5	175140843	175174163	33320	0.968533613445	18664.0
chr5	175174896	175197578	22682	0.966991402875	18131.0
chr5	175198137	175215602	17465	0.950837102777	10304.0
chr5	178245436	178251356	5920	0.952	5395.0
