chr	start	end	length	rec	bgs
chr2	7256462	7266094	9632	0.952719476744	2620.0
chr2	7404503	7407002	2499	0.97081112445	320.0
chr2	7451972	7460605	8633	0.976	4718.0
chr2	7460773	7464138	3365	0.976776820208	1167.0
chr2	7514312	7514745	433	0.963	0.0
chr2	7515086	7516128	1042	0.963	500.0
chr2	7516710	7517095	385	0.965833766234	0.0
chr2	7517564	7518277	713	0.972117812062	55.0
chr2	7518784	7522951	4167	0.986043916487	1425.0
chr2	7523174	7542761	19587	0.958892632869	9188.0
chr2	7560802	7561391	589	0.981157894737	0.0
chr2	7645151	7660049	14898	0.984095046315	4964.0
chr2	7812377	7852826	40449	0.987253183021	16688.0
chr2	7854638	7856788	2150	0.983197209302	685.0
chr2	7857177	7865931	8754	0.964814142106	3614.0
chr2	7902299	7952740	50441	0.974720187942	24210.0
chr2	7984106	7985035	929	0.993	179.0
chr2	7985616	7987483	1867	0.99291751473	895.0
chr2	7988054	7990879	2825	0.990501238938	479.0
chr2	7991423	8001808	10385	0.983892537313	4951.0
chr2	8002344	8007842	5498	0.978075118225	2889.0
chr2	8557499	8579430	21931	0.984900460535	10550.0
chr2	8579594	8602344	22750	0.978781758242	7954.0
chr2	8602526	8604257	1731	0.978257076834	388.0
chr2	8604452	8611032	6580	0.978547720365	3445.0
chr2	8611633	8611836	203	0.977	0.0
chr2	8612335	8616533	4198	0.97419533111	880.0
chr2	8617351	8622812	5461	0.976468961729	1485.0
chr2	8623003	8626568	3565	0.979150350631	1446.0
chr2	8627131	8628131	1000	0.977199	419.0
chr2	8628340	8629105	765	0.974887581699	0.0
chr2	8629950	8630473	523	0.97651625239	122.0
chr2	8631067	8643501	12434	0.972205163262	3572.0
chr2	8653072	8658902	5830	0.973321269297	2012.0
chr2	8659570	8667826	8256	0.965907340116	2998.0
chr2	8668178	8671460	3282	0.970417428397	887.0
chr2	8671623	8671951	328	0.974	328.0
chr2	8672407	8679085	6678	0.973789607667	1325.0
chr2	8679248	8681264	2016	0.975	103.0
chr2	8723922	8737518	13596	0.963764489556	4435.0
chr2	8737971	8741021	3050	0.964	430.0
chr2	8763072	8767203	4131	0.957920600339	1108.0
chr2	8768134	8771443	3309	0.954575098217	378.0
chr2	8771698	8773016	1318	0.952	346.0
chr2	9848542	9852329	3787	0.952	2269.0
chr2	9852951	9857017	4066	0.952	2155.0
chr2	10406706	10417938	11232	0.965154380342	5530.0
chr2	11082448	11107537	25089	0.961997728088	9435.0
chr2	11124108	11128433	4325	0.962439768786	1987.0
chr2	11524961	11527660	2699	0.951439792516	1714.0
chr2	11530504	11534106	3602	0.95786285397	1922.0
chr2	11543203	11544468	1265	0.958	1058.0
chr2	11545079	11547603	2524	0.9531818542	825.0
chr2	11547924	11550939	3015	0.951478606965	1485.0
chr2	11623979	11635936	11957	0.958	6556.0
chr2	11636036	11658075	22039	0.958	10184.0
chr2	11668360	11674241	5881	0.95099625914	2761.0
chr2	11783078	11788728	5650	0.963906548673	3079.0
chr2	11810425	11812651	2226	0.97	1025.0
chr2	11817325	11817669	344	0.97	42.0
chr2	11987914	11988747	833	0.97	452.0
chr2	13093196	13106532	13336	0.964503074385	7346.0
chr2	13147154	13171157	24003	0.968479273424	11542.0
chr2	14562629	14634678	72049	0.96894989521	51232.0
chr2	14648785	14671214	22429	0.963266396184	9969.0
chr2	14671890	14681828	9938	0.972882471322	3550.0
chr2	14683884	14691934	8050	0.968154037267	3389.0
chr2	15062992	15108524	45532	0.951674931916	24847.0
chr2	15886620	15922049	35429	0.953297214147	13549.0
chr2	15922346	15925447	3101	0.956355046759	465.0
chr2	15925880	15926390	510	0.957	247.0
chr2	15927086	15931110	4024	0.958625994036	1243.0
chr2	15951001	15961492	10491	0.957909350872	3405.0
chr2	15961932	16009933	48001	0.952058998771	29130.0
chr2	16115824	16119607	3783	0.958610097806	1803.0
chr2	16119992	16122068	2076	0.96533044316	1334.0
chr2	16329724	16380470	50746	-1.0	23629.0
chr2	16380563	16383697	3134	0.981418953414	1304.0
chr2	16385494	16395531	10037	0.981	5016.0
chr2	16410225	16438111	27886	0.972554400057	14240.0
chr2	16438692	16466912	28220	0.972638022679	9898.0
chr2	16950848	17029936	79088	0.969413855452	45252.0
chr2	17155764	17157414	1650	0.95	881.0
chr2	17161846	17192557	30711	0.954665299079	23547.0
chr2	19675373	19680078	4705	0.952537300744	1251.0
chr2	23120019	23124479	4460	0.957561434978	1660.0
chr2	23152889	23153866	977	0.951453428864	329.0
chr2	23159752	23189462	29710	0.958709256143	11510.0
chr2	23206944	23221297	14353	0.950002229499	9707.0
chr2	23221537	23240996	19459	0.952888637648	7805.0
chr2	34530041	34545197	15156	0.96497189232	6223.0
chr2	34969435	34972082	2647	0.966439365319	170.0
chr2	34972632	35006170	33538	0.97444552448	15571.0
chr2	35638100	35679387	41287	0.970953157168	23021.0
chr2	35718669	35718898	229	0.975	229.0
chr2	35719160	35719890	730	0.975	6.0
chr2	36134023	36142403	8380	0.963328639618	2143.0
chr2	41059164	41068264	9100	0.950190659341	6059.0
chr2	41340032	41345545	5513	0.959	3833.0
chr2	41345922	41370919	24997	0.9524874985	8104.0
chr2	41430350	41468539	38189	0.960482966299	28118.0
chr2	42069520	42077306	7786	0.964	4012.0
chr2	42077824	42081225	3401	0.964	1669.0
chr2	45348662	45366630	17968	0.952555042297	10161.0
chr2	52643009	52683131	40122	0.96833450476	22522.0
chr2	52709471	52721825	12354	0.966156953214	7089.0
chr2	52814537	52829457	14920	0.962663605898	6895.0
chr2	52927263	52941231	13968	0.953534292669	3597.0
chr2	52947139	52949808	2669	0.961	2063.0
chr2	75573080	75580932	7852	0.95118326541	2933.0
chr2	75583576	75635354	51778	0.957448433698	44067.0
chr2	75647230	75665586	18356	0.956870723469	13152.0
chr2	75667008	75672797	5789	0.952	3088.0
chr2	75672990	75673873	883	0.952	50.0
chr2	76705354	76705778	424	0.965	0.0
chr2	76706038	76740891	34853	0.964952830459	12566.0
chr2	76741359	76747872	6513	0.968920466759	3264.0
chr2	76776464	76784100	7636	0.950405447878	3226.0
chr2	76784102	76811777	27675	0.965546811201	14918.0
chr2	76860212	76880918	20706	0.958255964455	11861.0
chr2	76880988	76935093	54105	0.96217284909	28025.0
chr2	76935261	76935739	478	0.97	347.0
chr2	78820511	78825036	4525	0.952610828729	2139.0
chr2	78826532	78965408	138876	0.957631095366	87358.0
chr2	78995045	79003281	8236	0.967247814473	4199.0
chr2	79003843	79056685	52842	0.976552117634	25293.0
chr2	79102129	79136388	34259	0.968044864123	16232.0
chr2	79157721	79232103	74382	0.966491234438	33884.0
chr2	79256082	79309015	52933	0.954765873841	37251.0
chr2	79365651	79383751	18100	0.972737127072	15480.0
chr2	81488864	81523032	34168	0.951812895107	21736.0
chr2	81948966	81955386	6420	0.959810903427	3048.0
chr2	83223223	83227254	4031	0.95881865542	1248.0
chr2	121245269	121300484	55215	0.966199275559	23121.0
chr2	121301954	121302219	265	0.969	145.0
chr2	121303579	121303782	203	0.965798029557	0.0
chr2	121308266	121309047	781	0.975	349.0
chr2	121310623	121311317	694	0.971475504323	152.0
chr2	121333396	121337462	4066	0.967435071323	704.0
chr2	121338032	121340795	2763	0.968957654723	1418.0
chr2	121908118	121935902	27784	0.952	18090.0
chr2	123227520	123237475	9955	0.957323053742	5759.0
chr2	123248640	123261326	12686	0.960562667507	7602.0
chr2	123262699	123284512	21813	0.954828496768	9858.0
chr2	123370341	123383833	13492	0.956006522384	10306.0
chr2	123384195	123394278	10083	0.96507358921	2603.0
chr2	123394894	123397784	2890	0.968561937716	892.0
chr2	123398213	123421876	23663	0.972811984955	11405.0
chr2	123422621	123423984	1363	0.976	594.0
chr2	123424665	123448815	24150	0.968466128364	11692.0
chr2	123449317	123466591	17274	0.971540465439	10226.0
chr2	124016041	124054928	38887	0.974026461285	19108.0
chr2	124054929	124113449	58520	0.964498684211	37937.0
chr2	124116196	124154779	38583	0.971731876733	23785.0
chr2	124202021	124366243	164222	0.973672004969	93506.0
chr2	124526655	124527727	1072	0.975	474.0
chr2	124669481	124670943	1462	0.970902872777	413.0
chr2	124670987	124674124	3137	0.971124003825	1296.0
chr2	124674239	124713127	38888	0.972	28889.0
chr2	125952191	126108361	156170	0.953376423129	98006.0
chr2	126463137	126464374	1237	0.964	1060.0
chr2	126464754	126468545	3791	0.964	664.0
chr2	126532076	126548407	16331	0.964	6933.0
chr2	126549041	126550486	1445	0.964	163.0
chr2	126550599	126557611	7012	0.964	6208.0
chr2	126557729	126563645	5916	0.964	5270.0
chr2	126564062	126565309	1247	0.964	70.0
chr2	126565372	126566040	668	0.964	156.0
chr2	126566768	126568171	1403	0.964	928.0
chr2	126570117	126618930	48813	0.963896072768	26832.0
chr2	126653946	126719570	65624	0.96790597952	36254.0
chr2	126720018	126729294	9276	0.969933160845	2278.0
chr2	126730379	126753848	23469	0.969078997827	11142.0
chr2	127315842	127397201	81359	0.968547991003	58028.0
chr2	127401282	127413508	12226	0.964	8868.0
chr2	127477191	127527477	50286	0.958	26359.0
chr2	127538808	127639034	100226	0.953662123601	53784.0
chr2	129467773	129494668	26895	0.968446625767	15197.0
chr2	134597605	134642177	44572	0.962040092435	23471.0
chr2	139804141	139804752	611	0.956	611.0
chr2	139836880	139901816	64936	0.956837116546	40395.0
chr2	139976037	139981738	5701	0.95156569023	1833.0
chr2	139983310	139986767	3457	0.952	1716.0
chr2	217936536	217939428	2892	0.955480290456	842.0
chr2	217941803	217955841	14038	0.962495583416	3760.0
chr2	217969205	217980135	10930	0.955869807868	4149.0
chr2	221663165	221688326	25161	0.959989746036	12026.0
chr2	221779758	221820028	40270	0.952698013409	14993.0
chr2	222648262	222648512	250	0.958	250.0
chr2	224065712	224133751	68039	0.953348652978	44159.0
chr2	226790296	226832336	42040	0.957123620362	25358.0
chr2	226832570	226836760	4190	0.963	1526.0
chr2	227186502	227197663	11161	0.954953946779	5233.0
chr2	231467847	231500651	32804	0.952	26433.0
chr2	231500840	231541969	41129	0.950754066474	22388.0
chr2	234486532	234492604	6072	-1.0	6072.0
chr2	234997885	234999804	1919	0.964	1670.0
chr2	235000234	235000624	390	0.964	0.0
chr2	235000977	235006395	5418	0.963096160945	2601.0
chr2	235007345	235017359	10014	0.968265028959	5610.0
chr2	235018827	235024700	5873	0.973584879959	4235.0
chr2	235025314	235025833	519	0.975	474.0
chr2	235026568	235075047	48479	0.975121475278	20164.0
chr2	235132584	235161106	28522	0.98133297104	14939.0
chr2	235184677	235192675	7998	0.982	4687.0
chr2	235193081	235194035	954	0.982	668.0
chr2	235194160	235212567	18407	0.982	6756.0
chr2	235213605	235216684	3079	0.982	992.0
chr2	235217125	235220731	3606	0.982	1509.0
chr2	235221052	235221515	463	0.982	172.0
chr2	235221850	235238041	16191	0.982	7329.0
chr2	235238532	235261151	22619	0.982	9842.0
chr2	235261364	235263218	1854	0.982	380.0
chr2	235313563	235330984	17421	0.981582802365	8798.0
chr2	235331539	235346971	15432	0.982	6613.0
chr2	235375552	235392885	17333	0.976	8228.0
chr2	235393411	235395179	1768	0.976	1485.0
chr2	235395594	235396699	1105	0.975505882353	724.0
chr2	235397226	235401680	4454	0.958045577009	1091.0
chr2	235405749	235440511	34762	0.978371526379	13251.0
chr2	235450064	235452235	2171	0.987	722.0
chr2	235467921	235508320	40399	0.98750870071	19025.0
chr2	235508928	235530557	21629	0.988	12834.0
chr2	235639592	235640931	1339	0.988	769.0
chr2	235641498	235668879	27381	0.988	17094.0
chr2	235669965	235698635	28670	0.988	15777.0
chr2	235698916	235699117	201	0.988	83.0
chr2	235699733	235701772	2039	0.988	575.0
chr2	235702266	235702574	308	0.988	6.0
chr2	235964359	235972416	8057	0.960160233337	3970.0
chr2	235973104	235973387	283	0.976	283.0
chr2	235997230	236007888	10658	0.981	4620.0
chr2	236016317	236023185	6868	0.988	4011.0
chr2	236023639	236054017	30378	0.988	17968.0
chr2	236056215	236070984	14769	0.987932764574	6253.0
chr2	236087553	236167712	80159	0.988	38324.0
chr2	236178251	236278822	100571	0.99249836434	52040.0
chr2	236280111	236289128	9017	0.994	5830.0
chr2	236299931	236364639	64708	0.994	36511.0
chr2	236364891	236398208	33317	0.992629168292	19379.0
chr2	236398712	236402552	3840	0.988	2781.0
chr2	237416230	237417280	1050	0.9646	99.0
chr2	237417671	237431655	13984	0.968767019451	7879.0
chr2	237452131	237467000	14869	0.960281525321	5486.0
chr2	237518003	237537505	19502	0.964	4871.0
chr2	237557024	237564835	7811	0.976025348867	6016.0
chr2	237566370	237571275	4905	0.981302956167	1297.0
chr2	237571612	237593925	22313	0.979684309595	6821.0
chr2	237594460	237625046	30586	0.985302295168	9687.0
chr2	237663147	237679040	15893	0.988	6162.0
chr2	237679259	237686036	6777	0.988	2262.0
chr2	237686336	237689030	2694	0.988	1942.0
chr2	237692139	237767448	75309	0.986432033356	29840.0
chr2	237767913	237769207	1294	0.982	535.0
chr2	237770743	237782866	12123	0.981563969315	4050.0
chr2	237783049	237796146	13097	0.981839810644	6782.0
chr2	237796498	237799938	3440	0.98088255814	660.0
chr2	238080918	238085192	4274	0.964	3223.0
chr2	238085861	238087612	1751	0.964	537.0
chr2	238087846	238114160	26314	0.968291935852	9246.0
chr2	238114529	238147797	33268	0.969469369965	18183.0
chr2	238178461	238202589	24128	0.966063246021	12617.0
chr2	238203134	238206329	3195	0.958905164319	1449.0
chr2	238512753	238517986	5233	0.964	4592.0
chr2	238518218	238521619	3401	0.964	3076.0
chr2	239479457	239483099	3642	0.958579901153	1445.0
chr2	239604687	239608462	3775	0.974811655629	200.0
chr2	239608599	239611244	2645	0.975	378.0
chr2	239611285	239611551	266	0.975	0.0
chr2	239611928	239625546	13618	0.973928991041	7963.0
chr2	239628139	239628930	791	0.976	0.0
chr2	239649421	239654377	4956	0.979999192897	2261.0
chr2	239686276	239692227	5951	0.982	3798.0
chr2	239692228	239693917	1689	0.982	140.0
chr2	239719159	239753186	34027	0.982981749787	20946.0
chr2	239753866	239756671	2805	0.988	86.0
chr2	239795893	239798821	2928	0.988	434.0
chr2	239799285	239801978	2693	0.988	310.0
chr2	239832244	239832811	567	0.988	0.0
chr2	239835244	239840997	5753	0.988	2336.0
chr2	239847965	239895975	48010	0.988	21996.0
chr2	239896177	239909257	13080	0.988	9776.0
chr2	239931348	239960651	29303	0.981887588302	9299.0
chr2	240340451	240357402	16951	0.99009651348	6876.0
chr2	240357471	240359660	2189	0.993	781.0
chr2	240359728	240360233	505	0.992875247525	66.0
chr2	240360390	240360974	584	0.992	0.0
chr2	240361202	240361878	676	0.993	0.0
chr2	240362387	240378476	16089	0.990176518118	9394.0
chr2	240393210	240418880	25670	0.994	7961.0
chr2	240419273	240419864	591	0.994	0.0
chr2	240420252	240428690	8438	0.994	654.0
chr2	240429015	240449062	20047	0.994	6927.0
chr2	240449793	240464636	14843	0.994	5520.0
chr2	240465035	240465602	567	0.994	185.0
chr2	240466568	240479329	12761	0.993974923595	5949.0
chr2	240479641	240499994	20353	0.993947231366	6197.0
chr2	240515751	240547065	31314	0.994	17944.0
chr2	240552593	240563708	11115	0.994	2995.0
chr2	240580956	240584542	3586	0.994	591.0
chr2	240585015	240587002	1987	0.994	420.0
chr2	240587404	240601165	13761	0.994	2837.0
chr2	240605763	240612164	6401	0.994	2988.0
chr2	240612674	240640330	27656	0.994	14875.0
chr2	240641919	240649329	7410	0.994	790.0
chr2	240650039	240652128	2089	0.994	0.0
chr2	240652696	240654521	1825	0.994	282.0
chr2	240655407	240656649	1242	0.994	488.0
chr2	240657232	240658764	1532	0.994	0.0
chr2	240663436	240684553	21117	0.994	7123.0
chr2	240724577	240735926	11349	0.994	3143.0
chr2	240736379	240737213	834	0.994	103.0
chr2	240739966	240756797	16831	0.991281801438	3602.0
chr2	240757170	240773337	16167	0.988	15674.0
chr2	240773665	240776243	2578	0.988	771.0
chr2	240776736	240780277	3541	0.988	989.0
chr2	240780760	240784132	3372	0.988	3132.0
chr2	240809132	240809415	283	0.988	0.0
chr2	240809943	240810217	274	0.988	91.0
chr2	240821193	240827597	6404	0.988	3814.0
chr2	241083979	241093961	9982	0.986603686636	4971.0
chr2	241098631	241120787	22156	0.988	7525.0
chr2	241121100	241124493	3393	0.988	905.0
chr2	241125477	241133819	8342	0.989025653321	4195.0
chr2	241134757	241153508	18751	0.994	4636.0
chr2	241153948	241154856	908	0.994	254.0
chr2	241156671	241186197	29526	0.994	13324.0
chr2	241186515	241191527	5012	0.994	576.0
chr2	241192073	241194872	2799	0.994	367.0
chr2	241195487	241206493	11006	0.994	6721.0
chr2	241211128	241232412	21284	0.994	11850.0
chr2	241243053	241259843	16790	0.994	11119.0
chr2	241260055	241291541	31486	0.99064860573	13160.0
chr2	241292091	241293780	1689	0.988	349.0
chr2	241294506	241313127	18621	0.988	3778.0
chr2	241321416	241323178	1762	0.988	653.0
chr2	241323698	241334282	10584	0.988	2372.0
chr2	241334914	241336091	1177	0.988	248.0
chr2	241336685	241365120	28435	0.988	11633.0
chr2	241870522	241871771	1249	0.964	77.0
chr2	241890346	241894032	3686	0.964	1910.0
chr2	241932728	241938043	5315	0.952	200.0
